,user_id,tw_text,comp_text,pos,neg,RT,good
31,__8kg__,休業も在宅勤務も通常出勤も 、体験してみないと同じきもちにはなれないし きっとそれぞれ不安もあるし お互い表面しかわからないのだから 、わざわざ突っかからなくていいのに 。思いやれなくても 傷つける必要ないよ 、見かけだけでも優しくいたいなあ 。,"休業,も,在宅,勤務,も,通常,出勤,も,、,体験,する,て,みる,ない,と,同じ,き,もち,に,は,なれる,ない,し,きっと,それぞれ,不安,も,ある,き,お互い,表面,しか,わかる,ない,の,だ,から,、,わざわざ,突っかかる,ない,て,いい,のに,。,思う,やれる,ない,て,も,傷つける,必要,ない,よ,、,見かけ,だけ,でも,優しい,いる,たい,なあ,。,",False,True,0,3
32,joker_2000,在宅勤務とか厳しい,"在宅,勤務,とか,厳しい,",False,True,0,0
33,klg72115299,"地方在住
在宅勤務が本格化すると実際出来てしまいそう
課題はほぼ子供の学校が変わることだけじゃないかな〜
関東からいきなり九州とか離島とかはハードル高いけど、東京だと三浦半島の南側とか真鶴とかは全然範囲
通勤時間を考えると諦めていたエリアに住みやすくなることは間違いないよね","地方,在住,在宅,勤務,が,本格,化,する,と,実際,出来る,て,しまう,そう,課題,は,ほぼ,子供,の,学校,が,変わる,こと,だけ,じゃ,ない,か,な,〜,関東,から,いきなり,九州,とか,離島,とか,は,ハードル,高い,けど,、,東京,だ,と,三浦,半島,の,南側,とか,真鶴,とか,は,全然,範囲,通勤,時間,を,考える,と,諦める,て,いる,た,エリア,に,住む,やすい,なる,こと,は,間違い,ない,よ,ね,",False,True,0,1
34,takahaya_88,ねこジャンキーだから在宅勤務が解除されたら猫吸えなくて気が狂わないか不安になってる,"ねこ,ジャン,キー,だ,から,在宅,勤務,が,解除,する,れる,た,猫,吸える,ない,て,気,が,狂う,ない,か,不安,に,なる,てる,",False,True,0,1
35,Cherrylaau,"連休前にわいた「こいつの仕事やりたくねぇ」気持ちがどんどん強化されてゆく。
できることならメール受信、着信拒否したいし在宅勤務のまま顔合わせたくない。
対面したら殴りたくなりそう、ってくらいの嫌悪感。
ここまでの強烈な感情はなかなかないですよ……","連休,前,に,わく,た,「,こいつ,の,仕事,やる,たい,ねぇ,」,気持ち,が,どんどん,強化,する,れる,て,ゆく,。,できる,こと,だ,メール,受信,、,着信,拒否,する,た,いし,在宅,勤務,の,まま,顔,合わせる,たい,ない,。,対面,する,た,殴る,たい,なる,そう,、,って,くらい,の,嫌悪,感,。,ここ,まで,の,強烈,だ,感情,は,なかなか,ない,です,よ,…,…,",False,True,0,0
36,ten_10_ama,"先月から在宅で、10時間以上残業したのに
「在宅勤務中に残業はっせいするってどういうこと？」
「コロナで会社も大変な時期なのでご理解ください」
て言われて残業代1円も出なかったんだけど腹立つな。
会社の存続のために残業したのに残業代貰えないし電気代と回線代は高くなるしもう嫌だな。","先月,から,在宅,で,、,10,時間,以上,残業,する,た,のに,「,在宅,勤務,中,に,残業,はっせい,する,って,どういう,こと,？,」,「,コロナ,で,会社,も,大変,だ,時期,だ,ので,ご,理解,くださる,」,て,言う,れる,て,残業,代,1,円,も,出る,ない,た,ん,だ,けど,腹立つ,な,。,会社,の,存続,の,ため,に,残業,する,た,のに,残業,代,貰える,ない,し,電気,代,と,回線,代,は,高い,なる,し,もう,嫌,だ,な,。,",False,True,0,0
37,Yosshii1208,行者にんにく(北海道ではアイヌネギ)ならこの米も余裕で撃破するけど本当に臭いが凄くなるのでソーシャルディスタンス5mは必要になる。在宅勤務中しか食えない(笑),"行者,にんにく,(,北海道,で,は,アイヌ,ネギ,),だ,この,米,も,余裕,で,撃破,する,けど,本当に,臭い,が,凄い,なる,ので,ソーシャルディスタンス,5,m,は,必要,に,なる,。,在宅,勤務,中,しか,食える,ない,(,笑,),",False,True,0,0
38,shikixxy,在宅勤務と同じ場所で同じパソコン使うのめちゃくちゃ気分が萎えるので位置は変えてるが自宅PC触ることさえ若干躊躇われる,"在宅,勤務,と,同じ,場所,で,同じ,パソコン,使う,の,めちゃくちゃ,気分,が,萎える,ので,位置,は,変える,てる,が,自宅,PC,触る,こと,さえ,若干,躊躇う,れる,",False,True,0,2
39,ryuichirot,"休学中の小中学生の子供を持つ男性は、ホームスクーリングに関わった方が良いです🖋

在宅勤務で仕事ばかりなら、これまでの働きかたと何も変わらない。

子どもの教育にコミットするチャンスだけど、仕事との同時並行に苦労してます。

違う脳みそを使う感じ…。週末をうまく使いたい📅","休学,中,の,小中学生,の,子供,を,持つ,男性,は,、,ホーム,スクーリング,に,関わる,た,方,が,良い,です,🖋,在宅,勤務,で,仕事,ばかり,だ,、,これ,まで,の,働き,かた,と,何,も,変わる,ない,。,子ども,の,教育,に,コミット,する,チャンス,だ,けど,、,仕事,と,の,同時,並行,に,苦労,する,て,ます,。,違う,脳みそ,を,使う,感じ,…,。,週末,を,うまい,使う,たい,📅,",False,True,1,7
40,ryougahidaka,在宅勤務はいい事だが、なんの通知もなく発注者である県職が開始になると受注者ホント困るんですが,"在宅,勤務,は,いい,事,だ,が,、,なん,の,通知,も,ない,発注,者,だ,ある,県,職,が,開始,に,なる,と,受注,者,ホント,困る,ん,です,が,",False,True,0,0
41,milkBreadddd,"上司から「保育園休園でも在宅勤務だから復職できるんじゃないの？」って言われた。

来週復職しないとダメかな、、。
12日に1歳になる娘と3歳の娘を見ながら仕事出来るかな、、。

うーん！！
迷う、、。","上司,から,「,保育園,休園,で,も,在宅,勤務,だ,から,復職,できる,ん,じゃ,ない,の,？,」,って,言う,れる,た,。,来週,復職,する,ない,と,ダメ,か,な,、,、,。,12,日,に,1,歳,に,なる,娘,と,3,歳,の,娘,を,見る,ながら,仕事,出来る,か,な,、,、,。,うーん,！,！,迷う,、,、,。,",False,True,0,0
42,mainichitenpari,もうずーっと在宅勤務で買い出しも2週間前が最後の引きこもり生活を送ってたのに、喉痛くて発熱…😭1ヶ月ほど自宅保育してたから、感染するとしたら夫(ライフライン系のため通勤)から？,"もう,ずーっと,在宅,勤務,で,買い出し,も,2,週間,前,が,最後,の,引き,こもる,生活,を,送る,てる,た,のに,、,喉,痛い,て,発熱,…,😭,1,ヶ月,ほど,自宅,保育,する,てる,た,から,、,感染,する,と,する,た,夫,(,ライフライン,系,の,ため,通勤,),から,？,",False,True,0,2
43,sclswk,在宅勤務は変な気を遣って疲れるけど、うちの猫に呼ばれた時すぐにそばに行けるからその点ではすごくいい。また出勤するようになったらそれができないのが辛いな。,"在宅,勤務,は,変,だ,気,を,遣る,て,疲れる,けど,、,うち,の,猫,に,呼ぶ,れる,た,時,すぐ,に,そば,に,行ける,から,その,点,だ,は,すごい,いい,。,また,出勤,する,よう,に,なる,た,それ,が,できる,ない,の,が,辛い,な,。,",False,True,0,2
44,aon0yume_mw,"在宅勤務(でもすることが無いから要は有休の自宅待機)の旦那が昨日の昼間からずっとゲームしててさすがに腹が立った

謝ってきたけどまだ怒り収まらないのでほぼ無言","在宅,勤務,(,でも,する,こと,が,無い,から,要は,有休,の,自宅,待機,),の,旦那,が,昨日,の,昼間,から,ずっと,ゲーム,する,てる,て,さすが,に,腹,が,立つ,た,謝る,て,くる,た,けど,まだ,怒り,収まる,ない,ので,ほぼ,無言,",False,True,0,0
45,WvrJ4Cd,コミュ障だからコロナが収束傾向になって在宅勤務も終わりそうで憂鬱になってる,"コミュ,障る,だから,コロナ,が,収束,傾向,に,なる,て,在宅,勤務,も,終わる,そう,だ,憂鬱,に,なる,てる,",False,True,0,0
46,hiwa1230,昨日、在宅勤務後に整体に行って、肩の凝りを解してもらったら、めっちゃぐっすり眠れた。。身体が緊張してるって、本当に良くないんだなぁ。,"昨日,、,在宅,勤務,後,に,整体,に,行く,て,、,肩,の,凝り,を,解す,て,もらう,た,、,めっちゃ,ぐっすり,眠れる,た,。,。,身体,が,緊張,する,てる,って,、,本当に,良い,ない,ん,だ,なぁ,。,",False,True,0,0
47,wanpaku_naoko,"在宅勤務で運動しないで座り仕事して食っちゃ寝してデブまっしぐらだったので筋トレと食事改変したら5日で1キロ戻せた。この調子で5キロ落とすぞ！
YouTube見ながら筋トレがいい感じ。いつもちょっと体が痛くてだるい感じがまた。","在宅,勤務,で,運動,する,ない,で,座り,仕事,する,て,食う,ちゃ,寝る,する,て,デブ,まっしぐら,だ,た,ので,筋,トレ,と,食事,改変,する,た,5,日,で,1,キロ,戻せる,た,。,この,調子,で,5,キロ,落とす,ぞ,！,YouTube,見る,ながら,筋,トレ,が,いい,感じ,。,いつも,ちょっと,体,が,痛い,て,だるい,感じ,が,また,。,",False,True,0,0
48,ProjectTsr,"【テレワークのお知らせ】
TSR-PROJECTでは明日まで新型コロナウィルス対策でテレワーク（在宅勤務）を行って居ます。
5月11日より時間短縮営業に戻ります。
皆様には大変ご不便・ご迷惑をお掛け致しますがご理解・ご協力の程、宜… https://t.co/RAFpCJ3nsT","【,テレ,ワーク,の,お知らせ,】,TSR,-,PROJECT,で,は,明日,まで,新型,コロナ,ウィルス,対策,で,テレワーク,（,在宅,勤務,）,を,行う,て,居る,ます,。,5,月,11,日,より,時間,短縮,営業,に,戻る,ます,。,皆様,に,は,大変,ご,不便,・,ご,迷惑,を,お,掛ける,致す,ます,が,ご,理解,・,ご,協力,の,程,、,宜,…,https,://,t,.,co,/,RAFpCJ,3,nsT,",False,True,0,0
49,Sanekazura_ssk,連休も（在宅勤務とは言え日曜以外は仕事だったけど）明けてからも、なんか嫌なことばっかだな。仕事も家も。いやどっちももともと嫌なこと多いけど。,"連休,も,（,在宅,勤務,と,は,言える,日曜,以外,は,仕事,だ,た,けど,）,明ける,て,から,も,、,なん,か,嫌,だ,こと,ばっか,だ,な,。,仕事,も,家,も,。,いや,どっち,も,もともと,嫌,だ,こと,多い,けど,。,",False,True,0,0
50,emirin782,"今流行りのライブチャットをやるべき７つの理由

・高額報酬

・在宅勤務

・勤務時間自由

・周囲にバレずに働ける

・男性視聴者と直接会うことがないし身体を触られたりする必要もない

・夜のお店で働くよりも安全かつ手軽

・性病の心配もナシ","今,流行る,の,ライブ,チャット,を,やる,べし,７つ,の,理由,・,高額,報酬,・,在宅,勤務,・,勤務,時間,自由,・,周囲,に,バレる,ぬ,に,働ける,・,男性,視聴,者,と,直接,会う,こと,が,ないし,身体,を,触る,れる,たり,する,必要,も,ない,・,夜,の,お,店,で,働く,より,も,安全,かつ,手軽,・,性病,の,心配,も,ナシ,",False,True,0,0
51,kanataDeyansu,"残業してないので給与減る→在宅勤務の日は自炊にしても昼飯代かかる
のコンボで生活費が厳しい
給料もらえてるだけ有難いのだけれど","残業,する,てる,ない,ので,給与,減る,→,在宅,勤務,の,日,は,自炊,に,する,て,も,昼飯,代,かかる,の,コンボ,で,生活,費,が,厳しい,給料,もらえる,てる,だけ,有難い,の,だ,けれど,",False,True,0,0
52,campion18980757,"ここまで在宅勤務の期間が長くなるとは想定していなかったので、会社に置いてある置き靴が梅雨時期にカビないか心配。
#在宅勤務","ここ,まで,在宅,勤務,の,期間,が,長い,なる,と,は,想定,する,て,いる,ない,た,ので,、,会社,に,置く,て,ある,置く,靴,が,梅雨,時期,に,カビ,ない,か,心配,。,#,在宅,勤務,",False,True,0,0
53,wea_4514,PCデスクが広くなった＆在宅勤務が延長となったので、デュアルディスプレイ用として液晶モニタをNTT-Xでポチった。4Kとどちらにしようか悩んだけど、最終的には今使っているモニタの後継機（23型FHD）をチョイス。あとはアームか机上卓かどちらかを手配しないとなぁ。,"PC,デスク,が,広い,なる,た,＆,在宅,勤務,が,延長,と,なる,た,ので,、,デュアル,ディスプレイ,用,として,液晶,モニタ,を,NTT,-,X,で,ポチ,く,た,。,4,K,と,どちら,に,する,う,か,悩む,だ,けど,、,最終,的,に,は,今,使う,て,いる,モニタ,の,後継,機,（,23,型,FHD,）,を,チョイス,。,あと,は,アーム,か,机上,卓,か,どちら,か,を,手配,する,ない,と,なぁ,。,",False,True,0,0
54,annie_08_12,"在宅勤務2ヶ月、外出自粛1ヶ月。まじめに自炊するようになった結果買ったもの。

・人生初エプロン→昼を作るので水や油がハネたまま午後仕事するのが嫌になった
・電子レンジ専用炊飯器→今まではレンチンごはんやパスタで凌いでだけど、限界… https://t.co/vBTXPfKrDQ","在宅,勤務,2,ヶ月,、,外出,自粛,1,ヶ月,。,まじめ,に,自炊,する,よう,に,なる,た,結果,買う,た,もの,。,・,人生,初,エプロン,→,昼,を,作る,ので,水,や,油,が,ハネ,た,まま,午後,仕事,する,の,が,嫌,に,なる,た,・,電子,レンジ,専用,炊飯,器,→,今,まで,は,レン,チン,ごはん,や,パスタ,で,凌ぐ,で,だ,けど,、,限界,…,https,://,t,.,co,/,vBTXPfKrDQ,",False,True,0,2
